Ticker,Name,Sector,Country
SANA,"Sana Biotechnology, Inc.",Healthcare,United States
SANB,Sanaby Health Acquisition Corp. I,Financial Services,United States
SAND,Sandstorm Gold Ltd.,Basic Materials,Canada
SANG,Sangoma Technologies Corporation,Technology,Canada
SANM,Sanmina Corporation,Technology,United States
SANW,S&W Seed Company,Consumer Defensive,United States
SAP,SAP SE,Technology,Germany
SAR,Saratoga Investment Corp.,Financial Services,United States
SASI,"Sigma Labs, Inc.",Technology,United States
SASR,"Sandy Spring Bancorp, Inc.",Financial Services,United States
SATL,Satellogic Inc.,Technology,United States
SATS,EchoStar Corporation,Technology,United States
SAVA,"Cassava Sciences, Inc.",Healthcare,United States
SAVE,"Spirit Airlines, Inc.",Industrials,United States
SB,"Safe Bulkers, Inc.",Industrials,Monaco
SBAC,SBA Communications Corporation,Real Estate,United States
SBCF,Seacoast Banking Corporation of Florida,Financial Services,United States
SBET,SharpLink Gaming Ltd.,Consumer Cyclical,United States
SBEV,"Splash Beverage Group, Inc.",Consumer Defensive,United States
SBFG,"SB Financial Group, Inc.",Financial Services,United States
SBGI,"Sinclair Broadcast Group, Inc.",Communication Services,United States
SBH,"Sally Beauty Holdings, Inc.",Consumer Cyclical,United States
SBII,Sandbridge X2 Corp.,Financial Services,United States
SBLK,Star Bulk Carriers Corp.,Industrials,Greece
SBNY,Signature Bank,Financial Services,United States
SBOW,"SilverBow Resources, Inc.",Energy,United States
SBR,Sabine Royalty Trust,Energy,United States
SBRA,"Sabra Health Care REIT, Inc.",Real Estate,United States
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities,Brazil
SBSI,"Southside Bancshares, Inc.",Financial Services,United States
SBSW,Sibanye Stillwater Limited,Basic Materials,South Africa
SBT,"Sterling Bancorp, Inc. (Southfield, MI)",Financial Services,United States
SBTX,"Silverback Therapeutics, Inc.",Healthcare,United States
SBUX,Starbucks Corporation,Consumer Cyclical,United States
SCAQ,Stratim Cloud Acquisition Corp.,Financial Services,United States
SCCO,Southern Copper Corporation,Basic Materials,United States
SCHL,Scholastic Corporation,Communication Services,United States
SCHN,"Schnitzer Steel Industries, Inc.",Basic Materials,United States
SCHW,The Charles Schwab Corporation,Financial Services,United States
SCI,Service Corporation International,Consumer Cyclical,United States
SCKT,"Socket Mobile, Inc.",Technology,United States
SCL,Stepan Company,Basic Materials,United States
SCLE,Broadscale Acquisition Corp.,Financial Services,United States
SCM,Stellus Capital Investment Corporation,Financial Services,United States
SCMA,Seaport Calibre Materials Acquisition Corp.,Financial Services,United States
SCOA,ScION Tech Growth I,Financial Services,United Kingdom
SCOB,ScION Tech Growth II,Financial Services,United Kingdom
SCOR,"comScore, Inc.",Communication Services,United States
SCPH,scPharmaceuticals Inc.,Healthcare,United States
SCPL,SciPlay Corporation,Communication Services,United States
SCPS,Scopus BioPharma Inc.,Healthcare,United States
SCRM,Screaming Eagle Acquisition Corp.,Financial Services,United States
SCS,Steelcase Inc.,Industrials,United States
SCSC,"ScanSource, Inc.",Technology,United States
SCTL,"Societal CDMO, Inc.",Healthcare,United States
SCU,"Sculptor Capital Management, Inc.",Financial Services,United States
SCUA,Sculptor Acquisition Corp I,Financial Services,United States
SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,United States
SCVX,SCVX Corp.,Financial Services,United States
SCWX,SecureWorks Corp.,Technology,United States
SCX,The L.S. Starrett Company,Industrials,United States
SCYX,"SCYNEXIS, Inc.",Healthcare,United States
SD,"SandRidge Energy, Inc.",Energy,United States
SDAC,Sustainable Development Acquisition I Corp.,Financial Services,United States
SDC,"SmileDirectClub, Inc.",Healthcare,United States
SDGR,"Schrödinger, Inc.",Healthcare,United States
SDH,"Global Internet of People, Inc.",Industrials,China
SDIG,"Stronghold Digital Mining, Inc.",Financial Services,United States
SDPI,"Superior Drilling Products, Inc.",Energy,United States
SE,Sea Limited,Consumer Cyclical,Singapore
SEAC,"SeaChange International, Inc.",Technology,United States
SEAS,"SeaWorld Entertainment, Inc.",Consumer Cyclical,United States
SEAT,Vivid Seats Inc.,Communication Services,United States
SEB,Seaboard Corporation,Industrials,United States
SECO,Secoo Holding Limited,Consumer Cyclical,China
SEDA,SDCL EDGE Acquisition Corporation,Financial Services,United States
SEDG,"SolarEdge Technologies, Inc.",Technology,Israel
SEE,Sealed Air Corporation,Consumer Cyclical,United States
SEED,Origin Agritech Limited,Basic Materials,China
SEEL,"Seelos Therapeutics, Inc.",Healthcare,United States
SEER,"Seer, Inc.",Healthcare,United States
SEIC,SEI Investments Company,Financial Services,United States
SELB,"Selecta Biosciences, Inc.",Healthcare,United States
SELF,"Global Self Storage, Inc.",Real Estate,United States
SEM,Select Medical Holdings Corporation,Healthcare,United States
SEMR,"Semrush Holdings, Inc.",Technology,United States
SENEA,Seneca Foods Corporation,Consumer Defensive,United States
SENEB,Seneca Foods Corporation,Consumer Defensive,United States
SENS,"Senseonics Holdings, Inc.",Healthcare,United States
SERA,"Sera Prognostics, Inc.",Healthcare,United States
SES,SES AI Corporation,Consumer Cyclical,United States
SESN,"Sesen Bio, Inc.",Healthcare,United States
SEV,Sono Group N.V.,Consumer Cyclical,Germany
SEVN,Seven Hills Realty Trust,Real Estate,United States
SF,Stifel Financial Corp.,Financial Services,United States
SFBC,"Sound Financial Bancorp, Inc.",Financial Services,United States
SFBS,"ServisFirst Bancshares, Inc.",Financial Services,United States
SFE,"Safeguard Scientifics, Inc.",Financial Services,United States
SFET,Safe-T Group Ltd.,Technology,Israel
SFIX,"Stitch Fix, Inc.",Consumer Cyclical,United States
SFL,SFL Corporation Ltd.,Industrials,Bermuda
SFM,"Sprouts Farmers Market, Inc.",Consumer Defensive,United States
SFNC,Simmons First National Corporation,Financial Services,United States
SFST,"Southern First Bancshares, Inc.",Financial Services,United States
SFT,"Shift Technologies, Inc.",Consumer Cyclical,United States
SG,"Sweetgreen, Inc.",Consumer Cyclical,United States
SGA,"Saga Communications, Inc.",Communication Services,United States
SGBX,"SG Blocks, Inc.",Industrials,United States
SGC,"Superior Group of Companies, Inc.",Consumer Cyclical,United States
SGEN,Seagen Inc.,Healthcare,United States
SGFY,"Signify Health, Inc.",Healthcare,United States
SGH,"SMART Global Holdings, Inc.",Technology,United States
SGHC,Super Group (SGHC) Limited,Consumer Cyclical,Guernsey
SGHL,Signal Hill Acquisition Corp.,Financial Services,United States
SGHT,"Sight Sciences, Inc.",Healthcare,United States
SGII,Seaport Global Acquisition II Corp.,Financial Services,United States
SGLY,Singularity Future Technology Ltd.,Industrials,United States
SGMA,"SigmaTron International, Inc.",Technology,United States
SGML,Sigma Lithium Corporation,Basic Materials,Brazil
SGMO,"Sangamo Therapeutics, Inc.",Healthcare,United States
SGRP,"SPAR Group, Inc.",Industrials,United States
SGRY,"Surgery Partners, Inc.",Healthcare,United States
SGTX,"Sigilon Therapeutics, Inc.",Healthcare,United States
SGU,"Star Group, L.P.",Energy,United States
SHAC,SCP & CO Healthcare Acquisition Company,Financial Services,United States
SHAK,Shake Shack Inc.,Consumer Cyclical,United States
SHAP,Spree Acquisition Corp. 1 Limited,Financial Services,Israel
SHBI,"Shore Bancshares, Inc.",Financial Services,United States
SHC,Sotera Health Company,Healthcare,United States
SHCA,Spindletop Health Acquisition Corp.,Financial Services,United States
SHCR,"Sharecare, Inc.",Healthcare,United States
SHEL,Shell plc,Energy,United Kingdom
SHEN,Shenandoah Telecommunications Company,Communication Services,United States
SHG,"Shinhan Financial Group Co., Ltd.",Financial Services,South Korea
SHI,Sinopec Shanghai Petrochemical Company Limited,Energy,China
SHIP,Seanergy Maritime Holdings Corp.,Industrials,Greece
SHLS,"Shoals Technologies Group, Inc.",Technology,United States
SHLX,"Shell Midstream Partners, L.P.",Energy,United States
SHO,"Sunstone Hotel Investors, Inc.",Real Estate,United States
SHOO,"Steven Madden, Ltd.",Consumer Cyclical,United States
SHOP,Shopify Inc.,Technology,Canada
SHPW,"Shapeways Holdings, Inc.",Industrials,United States
SHQA,Shelter Acquisition Corporation I,Financial Services,United States
SHUA,SHUAA Partners Acquisition Corp I,Financial Services,Cayman Islands
SHW,The Sherwin-Williams Company,Basic Materials,United States
SHYF,"The Shyft Group, Inc.",Industrials,United States
SI,Silvergate Capital Corporation,Financial Services,United States
SIBN,"SI-BONE, Inc.",Healthcare,United States
SID,Companhia Siderúrgica Nacional,Basic Materials,Brazil
SIDU,"Sidus Space, Inc.",Industrials,United States
SIEB,Siebert Financial Corp.,Financial Services,United States
SIEN,"Sientra, Inc.",Healthcare,United States
SIER,Sierra Lake Acquisition Corp.,Financial Services,United States
SIF,"SIFCO Industries, Inc.",Industrials,United States
SIFY,Sify Technologies Limited,Communication Services,India
SIG,Signet Jewelers Limited,Consumer Cyclical,Bermuda
SIGA,"SIGA Technologies, Inc.",Healthcare,United States
SIGI,"Selective Insurance Group, Inc.",Financial Services,United States
SII,Sprott Inc.,Financial Services,Canada
SILC,Silicom Ltd.,Technology,Israel
SILK,"Silk Road Medical, Inc",Healthcare,United States
SILV,SilverCrest Metals Inc.,Basic Materials,Canada
SIM,"Grupo Simec, S.A.B. de C.V.",Basic Materials,Mexico
SIMO,Silicon Motion Technology Corporation,Technology,Hong Kong
SINT,"Sintx Technologies, Inc.",Healthcare,United States
SIOX,Sio Gene Therapies Inc.,Healthcare,United States
SIRE,Sisecam Resources LP,Basic Materials,United States
SIRI,Sirius XM Holdings Inc.,Communication Services,United States
SISI,"Shineco, Inc.",Healthcare,China
SITC,SITE Centers Corp.,Real Estate,United States
SITE,"SiteOne Landscape Supply, Inc.",Industrials,United States
SITM,SiTime Corporation,Technology,United States
SIVB,SVB Financial Group,Financial Services,United States
SIX,Six Flags Entertainment Corporation,Consumer Cyclical,United States
SJ,Scienjoy Holding Corporation,Communication Services,China
SJI,"South Jersey Industries, Inc.",Utilities,United States
SJM,The J. M. Smucker Company,Consumer Defensive,United States
SJR,Shaw Communications Inc.,Communication Services,Canada
SJT,San Juan Basin Royalty Trust,Energy,United States
SJW,SJW Group,Utilities,United States
SKE,Skeena Resources Limited,Basic Materials,Canada
SKIL,Skillsoft Corp.,Consumer Defensive,United States
SKIN,The Beauty Health Company,Consumer Defensive,United States
SKLZ,Skillz Inc.,Communication Services,United States
SKM,"SK Telecom Co.,Ltd",Communication Services,South Korea
SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,United States
SKX,"Skechers U.S.A., Inc.",Consumer Cyclical,United States
SKY,Skyline Champion Corporation,Consumer Cyclical,United States
SKYA,Skydeck Acquisition Corp.,Financial Services,United States
SKYH,Sky Harbour Group Corporation,Industrials,United States
SKYT,"SkyWater Technology, Inc.",Technology,United States
SKYW,"SkyWest, Inc.",Industrials,United States
SKYX,SQL Technologies Corp.,Technology,United States
SLAB,Silicon Laboratories Inc.,Technology,United States
SLAC,Social Leverage Acquisition Corp I,Financial Services,United States
SLAM,Slam Corp.,Financial Services,United States
SLB,Schlumberger Limited,Energy,United States
SLCA,"U.S. Silica Holdings, Inc.",Energy,United States
SLCR,Silver Crest Acquisition Corporation,Financial Services,Hong Kong
SLDB,Solid Biosciences Inc.,Healthcare,United States
SLDP,"Solid Power, Inc.",Industrials,United States
SLF,Sun Life Financial Inc.,Financial Services,Canada
SLG,SL Green Realty Corp.,Real Estate,United States
SLGC,"SomaLogic, Inc.",Healthcare,United States
SLGG,"Super League Gaming, Inc.",Communication Services,United States
SLGL,Sol-Gel Technologies Ltd.,Healthcare,Israel
SLGN,Silgan Holdings Inc.,Consumer Cyclical,United States
SLHG,Skylight Health Group Inc.,Healthcare,Canada
SLI,Standard Lithium Ltd.,Basic Materials,Canada
SLM,SLM Corporation,Financial Services,United States
SLN,Silence Therapeutics plc,Healthcare,United Kingdom
SLNG,"Stabilis Solutions, Inc.",Energy,United States
SLNH,"Soluna Holdings, Inc.",Technology,United States
SLNO,"Soleno Therapeutics, Inc.",Healthcare,United States
SLP,"Simulations Plus, Inc.",Healthcare,United States
SLQT,"SelectQuote, Inc.",Financial Services,United States
SLRC,SLR Investment Corp.,Financial Services,United States
SLRX,"Salarius Pharmaceuticals, Inc.",Healthcare,United States
SLS,"SELLAS Life Sciences Group, Inc.",Healthcare,United States
SLVM,Sylvamo Corporation,Basic Materials,United States
SLVR,SILVERspac Inc.,Financial Services,United States
SM,SM Energy Company,Energy,United States
SMAP,SportsMap Tech Acquisition Corp.,Financial Services,United States
SMAR,Smartsheet Inc.,Technology,United States
SMBC,"Southern Missouri Bancorp, Inc.",Financial Services,United States
SMBK,"SmartFinancial, Inc.",Financial Services,United States
SMCI,"Super Micro Computer, Inc.",Technology,United States
SMED,Sharps Compliance Corp.,Industrials,United States
SMFG,"Sumitomo Mitsui Financial Group, Inc.",Financial Services,Japan
SMFL,"Smart for Life, Inc.",Consumer Defensive,United States
SMFR,Sema4 Holdings Corp.,Healthcare,United States
SMG,The Scotts Miracle-Gro Company,Basic Materials,United States
SMHI,SEACOR Marine Holdings Inc.,Industrials,United States
SMID,Smith-Midland Corporation,Basic Materials,United States
SMIH,Summit Healthcare Acquisition Corp.,Financial Services,Hong Kong
SMIT,"Schmitt Industries, Inc.",Technology,United States
SMLP,"Summit Midstream Partners, LP",Energy,United States
SMLR,"Semler Scientific, Inc.",Healthcare,United States
SMMF,"Summit Financial Group, Inc.",Financial Services,United States
SMMT,Summit Therapeutics Inc.,Healthcare,United States
SMP,"Standard Motor Products, Inc.",Consumer Cyclical,United States
SMPL,The Simply Good Foods Company,Consumer Defensive,United States
SMR,NuScale Power Corporation,Utilities,United States
SMRT,"SmartRent, Inc.",Technology,United States
SMSI,"Smith Micro Software, Inc.",Technology,United States
SMTC,Semtech Corporation,Technology,United States
SMTI,Sanara MedTech Inc.,Healthcare,United States
SMTS,Sierra Metals Inc.,Basic Materials,Canada
SMWB,Similarweb Ltd.,Communication Services,Israel
SNA,Snap-on Incorporated,Industrials,United States
SNAP,Snap Inc.,Communication Services,United States
SNAX,"Stryve Foods, Inc.",Consumer Defensive,United States
SNBR,Sleep Number Corporation,Consumer Cyclical,United States
SNCE,"Science 37 Holdings, Inc.",Healthcare,United States
SNCR,"Synchronoss Technologies, Inc.",Technology,United States
SNCY,"Sun Country Airlines Holdings, Inc.",Industrials,United States
SND,"Smart Sand, Inc.",Energy,United States
SNDA,"Sonida Senior Living, Inc.",Healthcare,United States
SNDL,Sundial Growers Inc.,Healthcare,Canada
SNDR,"Schneider National, Inc.",Industrials,United States
SNDX,"Syndax Pharmaceuticals, Inc.",Healthcare,United States
SNES,"SenesTech, Inc.",Basic Materials,United States
SNEX,StoneX Group Inc.,Financial Services,United States
SNFCA,Security National Financial Corporation,Financial Services,United States
SNGX,"Soligenix, Inc.",Healthcare,United States
SNMP,Evolve Transition Infrastructure LP,Energy,United States
SNN,Smith & Nephew plc,Healthcare,United Kingdom
SNOA,"Sonoma Pharmaceuticals, Inc.",Healthcare,United States
SNOW,Snowflake Inc.,Technology,United States
SNP,China Petroleum & Chemical Corporation,Energy,China
SNPO,Snap One Holdings Corp.,Technology,United States
SNPS,"Synopsys, Inc.",Technology,United States
SNPX,"Synaptogenix, Inc.",Healthcare,United States
SNRH,Senior Connect Acquisition Corp. I,Financial Services,United States
SNSE,"Sensei Biotherapeutics, Inc.",Healthcare,United States
SNT,Senstar Technologies Ltd.,Industrials,Israel
SNTG,Sentage Holdings Inc.,Financial Services,China
SNV,Synovus Financial Corp.,Financial Services,United States
SNX,TD SYNNEX Corporation,Technology,United States
SNY,Sanofi,Healthcare,France
SO,The Southern Company,Utilities,United States
SOFI,"SoFi Technologies, Inc.",Financial Services,United States
SOHO,Sotherly Hotels Inc.,Real Estate,United States
SOHU,Sohu.com Limited,Communication Services,China
SOI,"Solaris Oilfield Infrastructure, Inc.",Energy,United States
SOL,ReneSola Ltd,Technology,United States
SOLO,Electrameccanica Vehicles Corp.,Consumer Cyclical,Canada
SON,Sonoco Products Company,Consumer Cyclical,United States
SOND,Sonder Holdings Inc.,Consumer Cyclical,United States
SONM,"Sonim Technologies, Inc.",Technology,United States
SONN,"Sonnet BioTherapeutics Holdings, Inc.",Healthcare,United States
SONO,"Sonos, Inc.",Technology,United States
SONX,"Sonendo, Inc.",Healthcare,United States
SONY,Sony Group Corporation,Technology,Japan
SOPA,Society Pass Incorporated,Technology,Singapore
SOPH,SOPHiA GENETICS SA,Healthcare,Switzerland
SOS,SOS Limited,Technology,China
SOTK,Sono-Tek Corporation,Technology,United States
SOUN,"SoundHound AI, Inc.",Technology,United States
SOVO,"Sovos Brands, Inc.",Consumer Defensive,United States
SP,SP Plus Corporation,Industrials,United States
SPB,"Spectrum Brands Holdings, Inc.",Consumer Defensive,United States
SPCB,SuperCom Ltd.,Industrials,Israel
SPCE,"Virgin Galactic Holdings, Inc.",Industrials,United States
SPCM,"Sound Point Acquisition Corp I, Ltd",Financial Services,United States
SPFI,"South Plains Financial, Inc.",Financial Services,United States
SPG,"Simon Property Group, Inc.",Real Estate,United States
SPGI,S&P Global Inc.,Financial Services,United States
SPGS,"Simon Property Group Acquisition Holdings, Inc.",Financial Services,United States
SPH,"Suburban Propane Partners, L.P.",Utilities,United States
SPI,"SPI Energy Co., Ltd.",Technology,United States
SPIR,"Spire Global, Inc.",Industrials,United States
SPK,SPK Acquisition Corp.,Financial Services,China
SPKB,Silver Spike Acquisition Corp II,Financial Services,United States
SPLK,Splunk Inc.,Technology,United States
SPLP,Steel Partners Holdings L.P.,Industrials,United States
SPNE,SeaSpine Holdings Corporation,Healthcare,United States
SPNS,Sapiens International Corporation N.V.,Technology,Israel
SPNT,SiriusPoint Ltd.,Financial Services,Bermuda
SPOK,"Spok Holdings, Inc.",Healthcare,United States
SPOT,Spotify Technology S.A.,Communication Services,Luxembourg
SPPI,"Spectrum Pharmaceuticals, Inc.",Healthcare,United States
SPR,"Spirit AeroSystems Holdings, Inc.",Industrials,United States
SPRB,"Spruce Biosciences, Inc.",Healthcare,United States
SPRC,SciSparc Ltd.,Healthcare,Israel
SPRO,"Spero Therapeutics, Inc.",Healthcare,United States
SPSC,"SPS Commerce, Inc.",Technology,United States
SPT,"Sprout Social, Inc.",Technology,United States
SPTK,SportsTek Acquisition Corp.,Financial Services,United States
SPTN,SpartanNash Company,Consumer Defensive,United States
SPWH,"Sportsman's Warehouse Holdings, Inc.",Consumer Cyclical,United States
SPWR,SunPower Corporation,Technology,United States
SPXC,SPX Corporation,Industrials,United States
SQ,"Block, Inc.",Technology,United States
SQFT,"Presidio Property Trust, Inc.",Real Estate,United States
SQL,SeqLL Inc.,Healthcare,United States
SQM,Sociedad Química y Minera de Chile S.A.,Basic Materials,Chile
SQNS,Sequans Communications S.A.,Technology,France
SQSP,"Squarespace, Inc.",Technology,United States
SQZ,SQZ Biotechnologies Company,Healthcare,United States
SR,Spire Inc.,Utilities,United States
SRAD,Sportradar Group AG,Technology,Switzerland
SRAX,"SRAX, Inc.",Communication Services,United States
SRC,"Spirit Realty Capital, Inc.",Real Estate,United States
SRCE,1st Source Corporation,Financial Services,United States
SRCL,"Stericycle, Inc.",Industrials,United States
SRDX,"Surmodics, Inc.",Healthcare,United States
SRE,Sempra,Utilities,United States
SREV,"ServiceSource International, Inc.",Technology,United States
SRG,Seritage Growth Properties,Real Estate,United States
SRGA,"Surgalign Holdings, Inc.",Healthcare,United States
SRI,"Stoneridge, Inc.",Consumer Cyclical,United States
SRL,Scully Royalty Ltd.,Financial Services,Hong Kong
SRLP,Sprague Resources LP,Energy,United States
SRNE,"Sorrento Therapeutics, Inc.",Healthcare,United States
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,United States
SRRA,"Sierra Oncology, Inc.",Healthcare,United States
SRRK,Scholar Rock Holding Corporation,Healthcare,United States
SRSA,Sarissa Capital Acquisition Corp.,Financial Services,United States
SRT,"Startek, Inc.",Technology,United States
SRTS,"Sensus Healthcare, Inc.",Healthcare,United States
SRZN,"Surrozen, Inc.",Healthcare,United States
SSAA,Science Strategic Acquisition Corp. Alpha,Financial Services,United States
SSB,SouthState Corporation,Financial Services,United States
SSBI,Summit State Bank,Financial Services,United States
SSBK,"Southern States Bancshares, Inc.",Financial Services,United States
SSD,"Simpson Manufacturing Co., Inc.",Industrials,United States
SSIC,Silver Spike Investment Corp.,Healthcare,United States
SSKN,"STRATA Skin Sciences, Inc.",Healthcare,United States
SSL,Sasol Limited,Basic Materials,South Africa
SSNC,"SS&C Technologies Holdings, Inc.",Technology,United States
SSNT,"SilverSun Technologies, Inc.",Technology,United States
SSP,The E.W. Scripps Company,Communication Services,United States
SSRM,SSR Mining Inc.,Basic Materials,United States
SSSS,SuRo Capital Corp.,Financial Services,United States
SST,"System1, Inc.",Industrials,United States
SSTI,"ShotSpotter, Inc.",Technology,United States
SSTK,"Shutterstock, Inc.",Communication Services,United States
SSU,SIGNA Sports United N.V.,Consumer Cyclical,Germany
SSY,"SunLink Health Systems, Inc.",Healthcare,United States
SSYS,Stratasys Ltd.,Technology,United States
ST,Sensata Technologies Holding plc,Technology,United States
STAA,STAAR Surgical Company,Healthcare,United States
STAB,"Statera Biopharma, Inc.",Healthcare,United States
STAF,"Staffing 360 Solutions, Inc.",Industrials,United States
STAG,"STAG Industrial, Inc.",Real Estate,United States
STAR,iStar Inc.,Real Estate,United States
STBA,"S&T Bancorp, Inc.",Financial Services,United States
STC,Stewart Information Services Corporation,Financial Services,United States
STCN,"Steel Connect, Inc.",Communication Services,United States
STE,STERIS plc,Healthcare,Ireland
STEM,"Stem, Inc.",Technology,United States
STEP,StepStone Group Inc.,Financial Services,United States
STER,Sterling Check Corp.,Technology,United States
STET,ST Energy Transition I Ltd.,Financial Services,Bermuda
STG,Sunlands Technology Group,Consumer Defensive,China
STGW,Stagwell Inc.,Communication Services,United States
STIM,"Neuronetics, Inc.",Healthcare,United States
STKL,SunOpta Inc.,Consumer Defensive,United States
STKS,"The ONE Group Hospitality, Inc.",Consumer Cyclical,United States
STLA,Stellantis N.V.,Consumer Cyclical,Netherlands
STLD,"Steel Dynamics, Inc.",Basic Materials,United States
STM,STMicroelectronics N.V.,Technology,Switzerland
STN,Stantec Inc.,Industrials,Canada
STNE,StoneCo Ltd.,Technology,Cayman Islands
STNG,Scorpio Tankers Inc.,Energy,Monaco
STOK,"Stoke Therapeutics, Inc.",Healthcare,United States
STON,StoneMor Inc.,Consumer Cyclical,United States
STOR,STORE Capital Corporation,Real Estate,United States
STRA,"Strategic Education, Inc.",Consumer Defensive,United States
STRC,Sarcos Technology and Robotics Corporation,Technology,United States
STRE,"Supernova Partners Acquisition Company III, Ltd.",Financial Services,United States
STRL,"Sterling Infrastructure, Inc.",Industrials,United States
STRM,"Streamline Health Solutions, Inc.",Healthcare,United States
STRN,"Stran & Company, Inc.",Communication Services,United States
STRO,"Sutro Biopharma, Inc.",Healthcare,United States
STRR,"Star Equity Holdings, Inc.",Healthcare,United States
STRS,Stratus Properties Inc.,Real Estate,United States
STRT,Strattec Security Corporation,Consumer Cyclical,United States
STRY,"Starry Group Holdings, Inc.",Communication Services,United States
STSA,"Satsuma Pharmaceuticals, Inc.",Healthcare,United States
STSS,"Sharps Technology, Inc.",Healthcare,United States
STT,State Street Corporation,Financial Services,United States
STTK,"Shattuck Labs, Inc.",Healthcare,United States
STVN,Stevanato Group S.p.A.,Healthcare,Italy
STWD,"Starwood Property Trust, Inc.",Real Estate,United States
STX,Seagate Technology Holdings plc,Technology,Ireland
STXS,"Stereotaxis, Inc.",Healthcare,United States
STZ,"Constellation Brands, Inc.",Consumer Defensive,United States
SU,Suncor Energy Inc.,Energy,Canada
SUAC,ShoulderUp Technology Acquisition Corp.,Financial Services,United States
SUI,"Sun Communities, Inc.",Real Estate,United States
SUM,"Summit Materials, Inc.",Basic Materials,United States
SUMO,"Sumo Logic, Inc.",Technology,United States
SUMR,"Summer Infant, Inc.",Consumer Defensive,United States
SUN,Sunoco LP,Energy,United States
SUNL,Sunlight Financial Holdings Inc.,Financial Services,United States
SUNW,"Sunworks, Inc.",Technology,United States
SUP,"Superior Industries International, Inc.",Consumer Cyclical,United States
SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,United States
SUPV,Grupo Supervielle S.A.,Financial Services,Argentina
SURF,"Surface Oncology, Inc.",Healthcare,United States
SURG,"SurgePays, Inc.",Technology,United States
SUZ,Suzano S.A.,Basic Materials,Brazil
SVC,Service Properties Trust,Real Estate,United States
SVFA,SVF Investment Corp.,Financial Services,United States
SVFB,SVF Investment Corp. 2,Financial Services,United States
SVFC,SVF Investment Corp. 3,Financial Services,United States
SVFD,"Save Foods, Inc.",Basic Materials,United States
SVM,Silvercorp Metals Inc.,Basic Materials,Canada
SVNA,7 Acquisition Corporation,Financial Services,United States
SVRA,Savara Inc.,Healthcare,United States
SVT,"Servotronics, Inc.",Industrials,United States
SVVC,"Firsthand Technology Value Fund, Inc.",Financial Services,United States
SWAG,Software Acquisition Group Inc. III,Financial Services,United States
SWAV,"ShockWave Medical, Inc.",Healthcare,United States
SWBI,"Smith & Wesson Brands, Inc.",Industrials,United States
SWCH,"Switch, Inc.",Technology,United States
SWET,Athlon Acquisition Corp.,Financial Services,United States
SWI,SolarWinds Corporation,Technology,United States
SWIM,"Latham Group, Inc.",Industrials,United States
SWIR,"Sierra Wireless, Inc.",Technology,Canada
SWK,"Stanley Black & Decker, Inc.",Industrials,United States
SWKH,SWK Holdings Corporation,Financial Services,United States
SWKS,"Skyworks Solutions, Inc.",Technology,United States
SWM,"Schweitzer-Mauduit International, Inc.",Basic Materials,United States
SWN,Southwestern Energy Company,Energy,United States
SWSS,Springwater Special Situations Corp.,Financial Services,United States
SWTX,"SpringWorks Therapeutics, Inc.",Healthcare,United States
SWVL,Swvl Holdings Corp.,Technology,United Arab Emirates
SWX,"Southwest Gas Holdings, Inc.",Utilities,United States
SXC,"SunCoke Energy, Inc.",Basic Materials,United States
SXI,Standex International Corporation,Industrials,United States
SXT,Sensient Technologies Corporation,Basic Materials,United States
SXTC,"China SXT Pharmaceuticals, Inc.",Healthcare,China
SY,So-Young International Inc.,Healthcare,China
SYBT,"Stock Yards Bancorp, Inc.",Financial Services,United States
SYBX,"Synlogic, Inc.",Healthcare,United States
SYF,Synchrony Financial,Financial Services,United States
SYK,Stryker Corporation,Healthcare,United States
SYN,"Synthetic Biologics, Inc.",Healthcare,United States
SYNA,Synaptics Incorporated,Technology,United States
SYNH,"Syneos Health, Inc.",Healthcare,United States
SYNL,Synalloy Corporation,Basic Materials,United States
SYPR,"Sypris Solutions, Inc.",Consumer Cyclical,United States
SYRS,"Syros Pharmaceuticals, Inc.",Healthcare,United States
SYTA,Siyata Mobile Inc.,Technology,Canada
SYY,Sysco Corporation,Consumer Defensive,United States
SZZL,Sizzle Acquisition Corp.,Financial Services,United States
T,AT&T Inc.,Communication Services,United States
TA,TravelCenters of America Inc.,Consumer Cyclical,United States
TAC,TransAlta Corporation,Utilities,Canada
TACA,Trepont Acquisition Corp I,Financial Services,United States
TACT,TransAct Technologies Incorporated,Technology,United States
TAIT,Taitron Components Incorporated,Technology,United States
TAK,Takeda Pharmaceutical Company Limited,Healthcare,Japan
TAL,TAL Education Group,Consumer Defensive,China
TALK,"Talkspace, Inc.",Healthcare,United States
TALO,Talos Energy Inc.,Energy,United States
TALS,"Talaris Therapeutics, Inc.",Healthcare,United States
TANH,Tantech Holdings Ltd,Consumer Defensive,China
TAOP,Taoping Inc.,Technology,Hong Kong
TAP,Molson Coors Beverage Company,Consumer Defensive,United States
TARA,"Protara Therapeutics, Inc.",Healthcare,United States
TARO,Taro Pharmaceutical Industries Ltd.,Healthcare,Israel
TARS,"Tarsus Pharmaceuticals, Inc.",Healthcare,United States
TASK,"TaskUs, Inc.",Technology,United States
TAST,"Carrols Restaurant Group, Inc.",Consumer Cyclical,United States
